 Frame  ID  CentroidX  CentroidY  Width  Length  Area  Angle  Box_TLX  Box_TLY  Box_BRX  Box_BRY  Box_W  Box_H  rBox_TLX  rBox_TLY  rBox_TRX  rBox_TRY  rBox_BRX  rBox_BRY  rBox_BLX  rBox_BLY  lBox_TLX  lBox_TLY  lBox_BRX  lBox_BRY  Label   DIDnas   NONpro   PARcau
    21   0        655        893 14.000  14.000 150.0 90.000      649      886      664      901     15     15       649       886       663       886       663       900       649       900       624       861       689       926 PARcau 0.177427 0.019806 0.802766
    22   0        658        887 12.728  14.142 143.0 45.000      651      880      666      895     15     15       648       888       658       878       667       887       657       897       626       855       691       920 PARcau 0.076294 0.001962 0.921743
    23   0        659        881 13.000  15.000 149.0 90.000      653      874      667      890     14     16       653       874       666       874       666       889       653       889       628       849       692       915 PARcau 0.855146 0.008583 0.136271
    24   0        658        876 12.000  14.000 137.5 90.000      653      869      666      884     13     15       653       869       665       869       665       883       653       883       628       844       691       909 PARcau 0.934853 0.002352 0.062795
    25   0        655        870 13.000  14.000 141.0 90.000      649      863      663      878     14     15       649       863       662       863       662       877       649       877       624       838       688       903 PARcau 0.158426 0.033719 0.807855
    26   0        650        866 12.021  14.849 136.0 45.000      644      860      659      874     15     14       650       857       660       867       652       876       641       865       619       835       684       899 PARcau 0.019630 0.774405 0.205965
    27   0        645        863 11.000  14.000 129.0 90.000      638      858      653      870     15     12       638       858       652       858       652       869       638       869       613       833       678       895 PARcau 0.127229 0.765253 0.107518
    28   0        640        862 11.000  14.000 124.5 90.000      633      857      648      869     15     12       633       857       647       857       647       868       633       868       608       832       673       894 PARcau 0.422081 0.362066 0.215853
    29   0        635        861 12.176  13.757 124.5 18.435      629      855      644      868     15     13       631       853       644       857       640       869       627       864       604       830       669       893 PARcau 0.333521 0.428587 0.237892
    30   0        632        859 11.000  12.000 110.5 90.000      627      854      640      866     13     12       627       854       639       854       639       865       627       865       602       829       665       891 PARcau 0.032686 0.938545 0.028769
    31   0        631        857 12.530  12.530 115.5 26.565      626      851      639      865     13     14       629       849       640       855       634       866       623       860       601       826       664       890 PARcau 0.074105 0.658532 0.267363
    32   0        631        854 12.000  14.000 130.5 90.000      626      847      639      862     13     15       626       847       638       847       638       861       626       861       601       822       664       887 PARcau 0.152913 0.657006 0.190081
    33   0        632        849 12.000  14.000 137.5 90.000      627      842      640      857     13     15       627       842       639       842       639       856       627       856       602       817       665       882 PARcau 0.060323 0.452355 0.487322
    34   0        634        843 13.000  14.000 142.0 90.000      628      836      642      851     14     15       628       836       641       836       641       850       628       850       603       811       667       876 PARcau 0.045947 0.787626 0.166426
    35   0        636        836 13.000  15.000 152.5 90.000      630      829      644      845     14     16       630       829       643       829       643       844       630       844       605       804       669       870 PARcau 0.044910 0.018057 0.937033
    36   0        636        830 13.416  15.232 150.5 26.565      630      823      645      839     15     16       634       821       646       827       640       841       628       835       605       798       670       864 PARcau 0.067379 0.289215 0.643405
